# time   center_error   angle_error_deg
3.510000000000004002e-03 1.943923416547477245e-04 2.894854635358015682e-01
3.520000000000004028e-03 1.940726942848414183e-04 2.903252419167623444e-01
3.530000000000004055e-03 1.937592896865680814e-04 2.911793571057524899e-01
3.540000000000004081e-03 1.934286410687491298e-04 2.919323004284147816e-01
3.550000000000004107e-03 1.930785219883546233e-04 2.926696238654711846e-01
3.560000000000004133e-03 1.927335106302052736e-04 2.935107161601475667e-01
3.570000000000004160e-03 1.924277748912572861e-04 2.943206817761727101e-01
3.580000000000004186e-03 1.920672657433897257e-04 2.951162892305986274e-01
3.590000000000004212e-03 1.917197514558210969e-04 2.959278074587609608e-01
3.600000000000004238e-03 1.913372543640434742e-04 2.967229623353060397e-01
3.610000000000004265e-03 1.910010614665225148e-04 2.975505013241506735e-01
3.620000000000004291e-03 1.906887919176369905e-04 2.983669506643299441e-01
3.630000000000004317e-03 1.903259835671633482e-04 2.991473724857052763e-01
3.640000000000004343e-03 1.900505740195512772e-04 2.998530808986849538e-01
3.650000000000004369e-03 1.897632319014519453e-04 3.005876817743248774e-01
3.660000000000004396e-03 1.894915621960535645e-04 3.013200024083895756e-01
3.670000000000004422e-03 1.891926658572629094e-04 3.021117253554574944e-01
3.680000000000004448e-03 1.888742117444053292e-04 3.028876630457918440e-01
3.690000000000004474e-03 1.885359233710914850e-04 3.036691181967633990e-01
3.700000000000004501e-03 1.882316137198358774e-04 3.043955570187532600e-01
3.710000000000004527e-03 1.879547635326161981e-04 3.051403985485073855e-01
3.720000000000004553e-03 1.876775204436853528e-04 3.058629561186659851e-01
3.730000000000004579e-03 1.873722940217703581e-04 3.066561800485693712e-01
3.740000000000004605e-03 1.870808191597461700e-04 3.074152323109781704e-01
3.750000000000004632e-03 1.867401297204196453e-04 3.081511415110686491e-01
3.760000000000004658e-03 1.863834622781723738e-04 3.089473241971474327e-01
3.770000000000004684e-03 1.860875781858339906e-04 3.097523036775341465e-01
3.780000000000004710e-03 1.857274764915928245e-04 3.104678238136306390e-01
3.790000000000004737e-03 1.853915455285459757e-04 3.112770051158951223e-01
3.800000000000004763e-03 1.850712869782000780e-04 3.119686259698665753e-01
3.810000000000004789e-03 1.847642124630510807e-04 3.127177694771081096e-01
3.820000000000004815e-03 1.843976351665332913e-04 3.134625942612863092e-01
3.830000000000004842e-03 1.840699551394209266e-04 3.142967064469840421e-01
3.840000000000004868e-03 1.837707823142409325e-04 3.151227026554793698e-01
3.850000000000004894e-03 1.834488793974742293e-04 3.158522851514691809e-01
3.860000000000004920e-03 1.831276895245537162e-04 3.167399215630019027e-01
3.870000000000004946e-03 1.828545355238020420e-04 3.174839757995153167e-01
